complaint_id,encounter_record_id,patient_visit_id,hospital_id,hospital_name,complaint_datetime,service_area,source,formal_complaint_flag,complaint_theme,complaint_text,sentiment,urgency,resolution_status,daily_average_wait_minutes,daily_critical_wait_share_pct,source_system,synthetic_flag
CMP0000357,EN000877,VIS00117104,KPJ_01,JCORP Specialist Hospital,2025-04-19 20:08:00,Emergency Department,Call Centre,True,Staff Attitude,I expected more courtesy during the visit.,Negative,Medium,Resolved,30.97,1.42,Patient Experience System,True
CMP0000358,EN000878,,KPJ_01,JCORP Specialist Hospital,2025-04-19 14:02:00,Outpatient Department,Formal Complaint Form,True,Billing,The payment process took too long.,Negative,Low,Resolved,36.85,0.0,Patient Experience System,True
CMP0000359,EN000882,,KPJ_01,JCORP Specialist Hospital,2025-04-20 18:15:00,Inpatient Wards,Call Centre,True,Facility Condition,The cleanliness of the area needs attention.,Negative,Low,Resolved,0.0,0.0,Patient Experience System,True
CMP0000360,EN000883,VIS00117508,KPJ_01,JCORP Specialist Hospital,2025-04-21 09:58:00,Emergency Department,Google Review,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 38 minutes.,Negative,High,Not Applicable,28.41,2.21,Patient Experience System,True
CMP0000361,EN000894,,KPJ_01,JCORP Specialist Hospital,2025-04-24 15:53:00,Inpatient Wards,Google Review,False,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000362,EN000896,VIS00119576,KPJ_01,JCORP Specialist Hospital,2025-04-25 14:04:00,Outpatient Department,Facebook,False,Staff Attitude,The interaction with staff could have been more professional.,Negative,Medium,Not Applicable,35.96,0.0,Patient Experience System,True
CMP0000363,EN000903,,KPJ_01,JCORP Specialist Hospital,2025-04-27 11:17:00,Inpatient Wards,Formal Complaint Form,True,Overcrowding,The department felt congested and uncomfortable.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000364,EN000904,,KPJ_01,JCORP Specialist Hospital,2025-04-28 10:25:00,Emergency Department,Google Review,False,Billing,I had difficulty understanding the charges.,Neutral,Medium,Not Applicable,29.88,1.61,Patient Experience System,True
CMP0000365,EN000906,,KPJ_01,JCORP Specialist Hospital,2025-04-28 11:25:00,Inpatient Wards,Patient Portal,True,Billing,There was confusion about the bill.,Negative,Medium,In Progress,0.0,0.0,Patient Experience System,True
CMP0000366,EN000905,VIS00120564,KPJ_01,JCORP Specialist Hospital,2025-04-28 13:59:00,Outpatient Department,Patient Portal,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 29 minutes.,Negative,High,Open,35.1,0.0,Patient Experience System,True
CMP0000367,EN000907,VIS00120647,KPJ_01,JCORP Specialist Hospital,2025-04-29 15:44:00,Emergency Department,Patient Portal,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 24 minutes.,Negative,Medium,In Progress,29.64,3.91,Patient Experience System,True
CMP0000368,EN000909,,KPJ_01,JCORP Specialist Hospital,2025-04-29 18:41:00,Inpatient Wards,Facebook,False,Poor Communication,The delay was not explained clearly.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000369,EN000910,VIS00121098,KPJ_01,JCORP Specialist Hospital,2025-04-30 14:46:00,Emergency Department,Call Centre,True,Billing,I had difficulty understanding the charges.,Negative,Low,Resolved,28.35,2.74,Patient Experience System,True
CMP0000370,EN000912,,KPJ_01,JCORP Specialist Hospital,2025-04-30 09:43:00,Inpatient Wards,Facebook,False,Long Waiting Time,I arrived on time but still waited for a long period.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000371,EN000912,,KPJ_01,JCORP Specialist Hospital,2025-04-30 21:51:00,Inpatient Wards,Formal Complaint Form,True,Facility Condition,The waiting area was not comfortable.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000372,EN000914,VIS00121643,KPJ_01,JCORP Specialist Hospital,2025-05-01 16:23:00,Outpatient Department,Google Review,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 54 minutes.,Negative,Medium,Not Applicable,34.32,0.0,Patient Experience System,True
CMP0000373,EN000914,VIS00121670,KPJ_01,JCORP Specialist Hospital,2025-05-01 14:56:00,Outpatient Department,Facebook,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,34.32,0.0,Patient Experience System,True
CMP0000374,EN000914,,KPJ_01,JCORP Specialist Hospital,2025-05-01 15:12:00,Outpatient Department,Patient Portal,True,Facility Condition,The cleanliness of the area needs attention.,Negative,Low,Resolved,34.32,0.0,Patient Experience System,True
CMP0000375,EN000916,VIS00121904,KPJ_01,JCORP Specialist Hospital,2025-05-02 18:27:00,Emergency Department,Patient Portal,True,Poor Communication,The delay was not explained clearly.,Negative,Medium,Resolved,28.79,2.17,Patient Experience System,True
CMP0000376,EN000917,,KPJ_01,JCORP Specialist Hospital,2025-05-02 08:12:00,Outpatient Department,Facebook,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,35.06,0.0,Patient Experience System,True
CMP0000377,EN000917,VIS00121970,KPJ_01,JCORP Specialist Hospital,2025-05-02 10:17:00,Outpatient Department,Formal Complaint Form,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Resolved,35.06,0.0,Patient Experience System,True
CMP0000378,EN000922,VIS00122662,KPJ_01,JCORP Specialist Hospital,2025-05-04 20:38:00,Emergency Department,Facebook,False,Staff Attitude,I expected more courtesy during the visit.,Negative,Medium,Not Applicable,29.86,1.94,Patient Experience System,True
CMP0000379,EN000924,,KPJ_01,JCORP Specialist Hospital,2025-05-04 21:08:00,Inpatient Wards,Formal Complaint Form,True,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000380,EN000928,VIS00123300,KPJ_01,JCORP Specialist Hospital,2025-05-06 15:37:00,Emergency Department,Patient Portal,True,Overcrowding,The waiting area was overcrowded.,Negative,Medium,Resolved,30.2,3.82,Patient Experience System,True
CMP0000381,EN000929,VIS00123360,KPJ_01,JCORP Specialist Hospital,2025-05-06 16:07:00,Outpatient Department,Facebook,False,Overcrowding,The department felt congested and uncomfortable.,Negative,Medium,Not Applicable,33.6,0.0,Patient Experience System,True
CMP0000382,EN000933,,KPJ_01,JCORP Specialist Hospital,2025-05-07 17:23:00,Inpatient Wards,Patient Portal,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000383,EN000937,VIS00124505,KPJ_01,JCORP Specialist Hospital,2025-05-09 21:23:00,Emergency Department,Formal Complaint Form,True,Poor Communication,The instructions provided were confusing.,Negative,Medium,In Progress,31.66,4.9,Patient Experience System,True
CMP0000384,EN000938,VIS00124756,KPJ_01,JCORP Specialist Hospital,2025-05-09 08:47:00,Outpatient Department,Formal Complaint Form,True,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Resolved,34.22,0.0,Patient Experience System,True
CMP0000385,EN000942,,KPJ_01,JCORP Specialist Hospital,2025-05-10 16:41:00,Inpatient Wards,Facebook,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000386,EN000941,,KPJ_01,JCORP Specialist Hospital,2025-05-10 16:54:00,Outpatient Department,Formal Complaint Form,True,Billing,The payment process took too long.,Negative,Low,Resolved,34.61,0.0,Patient Experience System,True
CMP0000387,EN000945,,KPJ_01,JCORP Specialist Hospital,2025-05-11 08:32:00,Inpatient Wards,Call Centre,True,Overcrowding,There were too many patients in the service area.,Negative,High,In Progress,0.0,0.0,Patient Experience System,True
CMP0000388,EN000944,,KPJ_01,JCORP Specialist Hospital,2025-05-11 16:21:00,Outpatient Department,Facebook,False,Long Waiting Time,I waited far too long before being attended to.,Negative,Medium,Not Applicable,34.15,0.0,Patient Experience System,True
CMP0000389,EN000951,,KPJ_01,JCORP Specialist Hospital,2025-05-13 09:47:00,Inpatient Wards,Facebook,False,Overcrowding,The department felt congested and uncomfortable.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000390,EN000951,,KPJ_01,JCORP Specialist Hospital,2025-05-13 19:22:00,Inpatient Wards,Formal Complaint Form,True,Overcrowding,The department felt congested and uncomfortable.,Negative,High,In Progress,0.0,0.0,Patient Experience System,True
CMP0000391,EN000953,VIS00126565,KPJ_01,JCORP Specialist Hospital,2025-05-14 18:16:00,Outpatient Department,Call Centre,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 30 minutes.,Negative,High,Resolved,34.27,0.0,Patient Experience System,True
CMP0000392,EN000955,VIS00126668,KPJ_01,JCORP Specialist Hospital,2025-05-15 13:37:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 48 minutes.,Negative,Medium,Resolved,31.08,0.0,Patient Experience System,True
CMP0000393,EN000959,VIS00127314,KPJ_01,JCORP Specialist Hospital,2025-05-16 20:24:00,Outpatient Department,Call Centre,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Resolved,34.93,0.0,Patient Experience System,True
CMP0000394,EN000964,,KPJ_01,JCORP Specialist Hospital,2025-05-18 09:02:00,Emergency Department,Patient Portal,True,Poor Communication,No one updated us about the service delay.,Negative,Medium,Resolved,29.31,2.26,Patient Experience System,True
CMP0000395,EN000968,,KPJ_01,JCORP Specialist Hospital,2025-05-19 10:54:00,Outpatient Department,Facebook,False,Long Waiting Time,I waited far too long before being attended to.,Negative,High,Not Applicable,34.46,0.0,Patient Experience System,True
CMP0000396,EN000970,VIS00128435,KPJ_01,JCORP Specialist Hospital,2025-05-20 12:46:00,Emergency Department,Formal Complaint Form,True,Overcrowding,The waiting area was overcrowded.,Negative,Medium,In Progress,32.32,0.0,Patient Experience System,True
CMP0000397,EN000974,VIS00129019,KPJ_01,JCORP Specialist Hospital,2025-05-21 12:25:00,Outpatient Department,Call Centre,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 20 minutes.,Negative,Medium,Resolved,35.54,0.0,Patient Experience System,True
CMP0000398,EN000976,,KPJ_01,JCORP Specialist Hospital,2025-05-22 17:01:00,Emergency Department,Formal Complaint Form,True,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Resolved,27.81,5.67,Patient Experience System,True
CMP0000399,EN000977,VIS00129437,KPJ_01,JCORP Specialist Hospital,2025-05-22 10:05:00,Outpatient Department,Facebook,False,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 38 minutes.,Negative,Medium,Not Applicable,35.84,0.0,Patient Experience System,True
CMP0000400,EN000982,VIS00130235,KPJ_01,JCORP Specialist Hospital,2025-05-24 09:39:00,Emergency Department,Patient Portal,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 30 minutes.,Negative,Medium,Resolved,30.01,2.04,Patient Experience System,True
CMP0000401,EN000989,VIS00130818,KPJ_01,JCORP Specialist Hospital,2025-05-26 21:24:00,Outpatient Department,Facebook,False,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Not Applicable,34.5,0.0,Patient Experience System,True
CMP0000402,EN000994,VIS00131457,KPJ_01,JCORP Specialist Hospital,2025-05-28 18:55:00,Emergency Department,Google Review,False,Poor Communication,No one updated us about the service delay.,Negative,High,Not Applicable,31.03,1.89,Patient Experience System,True
CMP0000403,EN001001,VIS00132418,KPJ_01,JCORP Specialist Hospital,2025-05-30 15:12:00,Outpatient Department,Patient Portal,True,Staff Attitude,The interaction with staff could have been more professional.,Negative,Low,Resolved,34.28,0.0,Patient Experience System,True
CMP0000404,EN001004,,KPJ_01,JCORP Specialist Hospital,2025-05-31 15:13:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to.,Negative,High,Resolved,34.37,0.0,Patient Experience System,True
CMP0000405,EN001015,,KPJ_01,JCORP Specialist Hospital,2025-06-04 14:37:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to.,Negative,Medium,Resolved,31.16,2.26,Patient Experience System,True
CMP0000406,EN001018,VIS00134535,KPJ_01,JCORP Specialist Hospital,2025-06-05 12:10:00,Emergency Department,Facebook,False,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,High,Not Applicable,30.0,2.8,Patient Experience System,True
CMP0000407,EN001022,VIS00135193,KPJ_01,JCORP Specialist Hospital,2025-06-06 20:44:00,Outpatient Department,Call Centre,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 36 minutes.,Negative,Medium,Resolved,36.14,0.0,Patient Experience System,True
CMP0000408,EN001024,,KPJ_01,JCORP Specialist Hospital,2025-06-07 18:39:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,My appointment was delayed and no clear update was given.,Negative,Medium,In Progress,30.15,0.7,Patient Experience System,True
CMP0000409,EN001025,VIS00135533,KPJ_01,JCORP Specialist Hospital,2025-06-07 19:13:00,Outpatient Department,Facebook,False,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 51 minutes.,Negative,Medium,Not Applicable,34.48,0.0,Patient Experience System,True
CMP0000410,EN001027,VIS00135737,KPJ_01,JCORP Specialist Hospital,2025-06-08 10:16:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 33 minutes.,Negative,Medium,Open,30.71,1.3,Patient Experience System,True
CMP0000411,EN001027,,KPJ_01,JCORP Specialist Hospital,2025-06-08 12:30:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,The queue moved very slowly and the wait was frustrating.,Negative,Medium,In Progress,30.71,1.3,Patient Experience System,True
CMP0000412,EN001036,,KPJ_01,JCORP Specialist Hospital,2025-06-11 16:45:00,Emergency Department,Call Centre,True,Facility Condition,The environment did not feel well maintained.,Negative,Medium,Resolved,32.08,2.9,Patient Experience System,True
CMP0000413,EN001039,VIS00137359,KPJ_01,JCORP Specialist Hospital,2025-06-12 20:29:00,Emergency Department,Patient Portal,True,Billing,I had difficulty understanding the charges.,Negative,Low,Resolved,27.9,4.62,Patient Experience System,True
CMP0000414,EN001042,VIS00137795,KPJ_01,JCORP Specialist Hospital,2025-06-13 17:06:00,Emergency Department,Formal Complaint Form,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,In Progress,31.69,0.0,Patient Experience System,True
